utc,pair,travel_s,no_traffic_s,historic_s,delay_s,length_m,status
2026-09-02T07:52:11Z,i84wb_feeder,603,610,610,0,10021,ok
2026-09-02T07:52:11Z,powell_wb,607,618,618,0,7125,ok
2026-09-02T07:52:11Z,ctrl_west,1463,1493,1493,0,31189,ok
2026-09-02T07:52:11Z,ctrl_se,979,998,998,0,12385,ok
2026-09-02T08:52:09Z,i5sb_span,868,881,881,0,13967,ok
2026-09-02T08:52:09Z,vanc_pdx,759,770,770,0,13379,ok
2026-09-02T08:52:09Z,i5sb_detour,573,572,572,0,10425,ok
2026-09-02T08:52:09Z,interstate_sb,714,729,729,0,7573,ok
2026-09-02T08:52:09Z,williams_nb,791,810,810,0,8210,ok
2026-09-02T08:52:09Z,mlk_sb,667,674,674,0,14269,ok
2026-09-02T08:52:09Z,grand_nb,593,607,607,0,9773,ok
2026-09-02T08:52:09Z,i205_sb,534,540,540,0,11198,ok
2026-09-02T08:52:09Z,i84wb_feeder,598,610,610,0,10021,ok
2026-09-02T08:52:09Z,powell_wb,596,618,618,0,7125,ok
2026-09-02T08:52:09Z,ctrl_west,1455,1493,1493,0,31189,ok
2026-09-02T08:52:09Z,ctrl_se,960,998,998,0,12385,ok
2026-09-02T09:52:10Z,i5sb_span,869,881,881,0,13967,ok
2026-09-02T09:52:10Z,vanc_pdx,762,770,770,0,13379,ok
2026-09-02T09:52:10Z,i5sb_detour,570,572,572,0,10425,ok
2026-09-02T09:52:10Z,interstate_sb,718,729,729,0,7573,ok
2026-09-02T09:52:10Z,williams_nb,796,810,810,0,8210,ok
2026-09-02T09:52:10Z,mlk_sb,666,674,674,0,14269,ok
2026-09-02T09:52:10Z,grand_nb,596,607,607,0,9773,ok
2026-09-02T09:52:10Z,i205_sb,536,540,540,0,11198,ok
2026-09-02T09:52:10Z,i84wb_feeder,601,610,610,0,10021,ok
2026-09-02T09:52:10Z,powell_wb,601,618,618,0,7125,ok
2026-09-02T09:52:10Z,ctrl_west,1448,1493,1493,0,31189,ok
2026-09-02T09:52:10Z,ctrl_se,970,998,998,0,12385,ok
2026-09-02T10:52:08Z,i5sb_span,867,881,885,0,13967,ok
2026-09-02T10:52:08Z,vanc_pdx,762,770,773,0,13379,ok
2026-09-02T10:52:08Z,i5sb_detour,569,572,573,0,10425,ok
2026-09-02T10:52:08Z,interstate_sb,715,729,730,0,7573,ok
2026-09-02T10:52:08Z,williams_nb,792,810,814,0,8210,ok
2026-09-02T10:52:08Z,mlk_sb,663,674,677,0,14269,ok
2026-09-02T10:52:08Z,grand_nb,594,607,608,0,9773,ok
2026-09-02T10:52:08Z,i205_sb,534,540,541,0,11198,ok
2026-09-02T10:52:08Z,i84wb_feeder,599,610,611,0,10021,ok
2026-09-02T10:52:08Z,powell_wb,597,618,620,0,7125,ok
2026-09-02T10:52:08Z,ctrl_west,1474,1493,1504,0,31189,ok
2026-09-02T10:52:08Z,ctrl_se,966,998,1003,0,12385,ok
2026-09-02T11:08:59Z,i5sb_span,868,881,889,0,13967,ok
2026-09-02T11:08:59Z,vanc_pdx,763,770,778,0,13379,ok
2026-09-02T11:08:59Z,i5sb_detour,570,572,578,0,10425,ok
2026-09-02T11:08:59Z,interstate_sb,718,729,735,0,7573,ok
2026-09-02T11:08:59Z,williams_nb,795,810,817,0,8210,ok
2026-09-02T11:08:59Z,mlk_sb,665,674,681,0,14269,ok
2026-09-02T11:08:59Z,grand_nb,596,607,613,0,9773,ok
2026-09-02T11:08:59Z,i205_sb,535,540,545,0,11198,ok
2026-09-02T11:08:59Z,i84wb_feeder,601,610,616,0,10021,ok
2026-09-02T11:08:59Z,powell_wb,602,618,625,0,7125,ok
2026-09-02T11:08:59Z,ctrl_west,1469,1493,1509,0,31189,ok
2026-09-02T11:08:59Z,ctrl_se,970,998,1008,0,12385,ok
2026-09-02T12:52:14Z,i5sb_span,887,881,923,0,13967,ok
2026-09-02T12:52:14Z,vanc_pdx,773,770,824,0,13379,ok
2026-09-02T12:52:14Z,i5sb_detour,580,572,591,0,10425,ok
2026-09-02T12:52:14Z,interstate_sb,734,729,749,0,7573,ok
2026-09-02T12:52:14Z,williams_nb,800,810,823,0,8210,ok
2026-09-02T12:52:14Z,mlk_sb,685,674,722,0,14269,ok
2026-09-02T12:52:14Z,grand_nb,608,607,625,0,9773,ok
2026-09-02T12:52:14Z,i205_sb,536,540,547,0,11198,ok
2026-09-02T12:52:14Z,i84wb_feeder,611,610,641,0,10021,ok
2026-09-02T12:52:14Z,powell_wb,622,618,645,0,7125,ok
2026-09-02T12:52:14Z,ctrl_west,1514,1493,1549,0,31189,ok
2026-09-02T12:52:14Z,ctrl_se,997,998,1035,0,12385,ok
2026-09-02T13:52:09Z,i5sb_span,1156,881,1168,120,13967,ok
2026-09-02T13:52:09Z,vanc_pdx,1230,770,1180,283,13379,ok
2026-09-02T13:52:09Z,i5sb_detour,694,572,686,62,10425,ok
2026-09-02T13:52:09Z,interstate_sb,848,729,853,50,7573,ok
2026-09-02T13:52:09Z,williams_nb,836,810,849,0,8210,ok
2026-09-02T13:52:09Z,mlk_sb,992,674,997,180,14269,ok
2026-09-02T13:52:09Z,grand_nb,654,607,663,0,9773,ok
2026-09-02T13:52:09Z,i205_sb,542,540,556,0,11198,ok
2026-09-02T13:52:09Z,i84wb_feeder,877,681,868,0,9475,ok
2026-09-02T13:52:09Z,powell_wb,770,618,765,0,7125,ok
2026-09-02T13:52:09Z,ctrl_west,1640,1493,1675,0,31189,ok
2026-09-02T13:52:09Z,ctrl_se,1131,998,1127,0,12385,ok
2026-09-02T14:52:09Z,i5sb_span,1771,1323,1769,108,14034,ok
2026-09-02T14:52:09Z,vanc_pdx,1694,1263,1691,91,14551,ok
2026-09-02T14:52:09Z,i5sb_detour,1049,572,959,380,10425,ok
2026-09-02T14:52:09Z,interstate_sb,1036,853,1049,0,6162,ok
2026-09-02T14:52:09Z,williams_nb,867,810,896,0,8210,ok
2026-09-02T14:52:09Z,mlk_sb,1228,944,1246,0,9743,ok
2026-09-02T14:52:09Z,grand_nb,748,607,748,56,9773,ok
2026-09-02T14:52:09Z,i205_sb,549,540,579,0,11198,ok
2026-09-02T14:52:09Z,i84wb_feeder,1147,917,1162,0,7890,ok
2026-09-02T14:52:09Z,powell_wb,1157,618,1019,311,7125,ok
2026-09-02T14:52:09Z,ctrl_west,1834,1526,1836,53,32641,ok
2026-09-02T14:52:09Z,ctrl_se,1369,1080,1392,0,12916,ok
2026-09-02T15:08:52Z,i5sb_span,1737,1323,1762,61,14034,ok
2026-09-02T15:08:52Z,vanc_pdx,1584,1263,1686,0,14551,ok
2026-09-02T15:08:52Z,i5sb_detour,1037,572,985,317,10425,ok
2026-09-02T15:08:52Z,interstate_sb,1039,853,1061,0,6162,ok
2026-09-02T15:08:52Z,williams_nb,876,810,897,0,8210,ok
2026-09-02T15:08:52Z,mlk_sb,1221,944,1256,0,9743,ok
2026-09-02T15:08:52Z,grand_nb,820,607,756,133,9773,ok
2026-09-02T15:08:52Z,i205_sb,549,540,580,0,11198,ok
2026-09-02T15:08:52Z,i84wb_feeder,1148,917,1176,0,7890,ok
2026-09-02T15:08:52Z,powell_wb,1090,618,1031,244,7125,ok
2026-09-02T15:08:52Z,ctrl_west,1820,1526,1832,63,32641,ok
2026-09-02T15:08:52Z,ctrl_se,1266,998,1258,38,12385,ok
2026-09-02T16:52:10Z,i5sb_span,1230,881,1138,270,13967,ok
2026-09-02T16:52:10Z,vanc_pdx,1077,770,1037,174,13379,ok
2026-09-02T16:52:10Z,i5sb_detour,816,570,764,113,9303,ok
2026-09-02T16:52:10Z,interstate_sb,998,853,989,0,6162,ok
2026-09-02T16:52:10Z,williams_nb,914,808,905,0,7481,ok
2026-09-02T16:52:10Z,mlk_sb,1013,674,938,270,14269,ok
2026-09-02T16:52:10Z,grand_nb,755,607,720,53,9773,ok
2026-09-02T16:52:10Z,i205_sb,563,540,566,0,11198,ok
2026-09-02T16:52:10Z,i84wb_feeder,899,610,861,193,10021,ok
2026-09-02T16:52:10Z,powell_wb,812,618,818,0,7125,ok
2026-09-02T16:52:10Z,ctrl_west,1701,1493,1680,0,31189,ok
2026-09-02T16:52:10Z,ctrl_se,1196,998,1187,0,12385,ok
2026-09-02T17:52:07Z,i5sb_span,1217,881,1101,267,13967,ok
2026-09-02T17:52:07Z,vanc_pdx,1056,770,974,173,13379,ok
2026-09-02T17:52:07Z,i5sb_detour,780,570,747,104,9303,ok
2026-09-02T17:52:07Z,interstate_sb,983,853,995,0,6162,ok
2026-09-02T17:52:07Z,williams_nb,888,810,875,6,8210,ok
2026-09-02T17:52:07Z,mlk_sb,1003,674,891,267,14269,ok
2026-09-02T17:52:07Z,grand_nb,798,607,736,96,9773,ok
2026-09-02T17:52:07Z,i205_sb,583,540,571,0,11198,ok
2026-09-02T17:52:07Z,i84wb_feeder,900,610,827,136,10021,ok
2026-09-02T17:52:07Z,powell_wb,786,618,807,0,7125,ok
2026-09-02T17:52:07Z,ctrl_west,1666,1493,1670,0,31189,ok
2026-09-02T17:52:07Z,ctrl_se,1181,998,1198,0,12385,ok
2026-09-02T18:47:36Z,i5sb_span,1231,881,1116,253,13967,ok
2026-09-02T18:47:36Z,vanc_pdx,1052,770,975,151,13379,ok
2026-09-02T18:47:36Z,i5sb_detour,817,570,765,117,9303,ok
2026-09-02T18:47:36Z,interstate_sb,1008,853,1007,0,6162,ok
2026-09-02T18:47:36Z,williams_nb,895,810,884,0,8210,ok
2026-09-02T18:47:36Z,mlk_sb,1014,674,903,253,14269,ok
2026-09-02T18:47:36Z,grand_nb,751,607,761,0,9773,ok
2026-09-02T18:47:36Z,i205_sb,569,540,583,0,11198,ok
2026-09-02T18:47:36Z,i84wb_feeder,880,610,837,169,10021,ok
2026-09-02T18:47:36Z,powell_wb,802,618,811,0,7125,ok
2026-09-02T18:47:36Z,ctrl_west,1670,1493,1670,0,31189,ok
2026-09-02T18:47:36Z,ctrl_se,1208,998,1210,0,12385,ok
2026-09-02T19:52:09Z,i5sb_span,1170,881,1108,189,13967,ok
2026-09-02T19:52:09Z,vanc_pdx,1011,770,967,110,13379,ok
2026-09-02T19:52:09Z,i5sb_detour,778,570,761,78,9303,ok
2026-09-02T19:52:09Z,interstate_sb,923,729,888,120,7573,ok
2026-09-02T19:52:09Z,williams_nb,1008,843,1007,0,6185,ok
2026-09-02T19:52:09Z,mlk_sb,959,674,897,189,14269,ok
2026-09-02T19:52:09Z,grand_nb,926,702,929,0,7151,ok
2026-09-02T19:52:09Z,i205_sb,725,540,594,132,11198,ok
2026-09-02T19:52:09Z,i84wb_feeder,990,610,821,306,10021,ok
2026-09-02T19:52:09Z,powell_wb,799,618,802,0,7125,ok
2026-09-02T19:52:09Z,ctrl_west,1670,1493,1668,0,31189,ok
2026-09-02T19:52:09Z,ctrl_se,1210,998,1206,0,12385,ok
2026-09-02T20:52:07Z,i5sb_span,1176,881,1155,145,13967,ok
2026-09-02T20:52:07Z,vanc_pdx,1020,770,996,121,13379,ok
2026-09-02T20:52:07Z,i5sb_detour,858,572,816,172,10425,ok
2026-09-02T20:52:07Z,interstate_sb,940,729,912,115,7573,ok
2026-09-02T20:52:07Z,williams_nb,947,810,921,0,8210,ok
2026-09-02T20:52:07Z,mlk_sb,952,674,940,139,14269,ok
2026-09-02T20:52:07Z,grand_nb,836,607,818,0,9773,ok
2026-09-02T20:52:07Z,i205_sb,737,540,622,161,11198,ok
2026-09-02T20:52:07Z,i84wb_feeder,1000,610,852,291,10021,ok
2026-09-02T20:52:07Z,powell_wb,825,618,817,0,7125,ok
2026-09-02T20:52:07Z,ctrl_west,1747,1493,1692,57,31189,ok
2026-09-02T20:52:07Z,ctrl_se,1366,1102,1341,0,13207,ok
2026-09-02T21:44:28Z,i5sb_span,1667,1238,1545,154,14265,ok
2026-09-02T21:44:28Z,vanc_pdx,1417,1011,1280,154,13482,ok
2026-09-02T21:44:28Z,i5sb_detour,1303,920,1171,154,8411,ok
2026-09-02T21:44:28Z,interstate_sb,1035,853,1030,0,6162,ok
2026-09-02T21:44:28Z,williams_nb,1069,843,1073,0,6185,ok
2026-09-02T21:44:28Z,mlk_sb,1284,944,1289,0,10023,ok
2026-09-02T21:44:28Z,grand_nb,1021,702,1028,0,7151,ok
2026-09-02T21:44:28Z,i205_sb,1007,540,720,414,11198,ok
2026-09-02T21:44:28Z,i84wb_feeder,934,610,893,205,10021,ok
2026-09-02T21:44:28Z,powell_wb,833,618,837,0,7125,ok
2026-09-02T21:44:28Z,ctrl_west,1785,1493,1753,38,31189,ok
2026-09-02T21:44:28Z,ctrl_se,1284,998,1282,0,12385,ok
2026-09-02T22:52:06Z,i5sb_span,1889,881,1503,754,13967,ok
2026-09-02T22:52:06Z,vanc_pdx,1625,770,1275,714,13379,ok
2026-09-02T22:52:06Z,i5sb_detour,1314,662,1092,538,8309,ok
2026-09-02T22:52:06Z,interstate_sb,1141,853,1064,111,6162,ok
2026-09-02T22:52:06Z,williams_nb,1162,890,1163,0,7308,ok
2026-09-02T22:52:06Z,mlk_sb,1373,944,1376,0,9743,ok
2026-09-02T22:52:06Z,grand_nb,1248,702,1178,161,7151,ok
2026-09-02T22:52:06Z,i205_sb,1553,540,1000,956,11198,ok
2026-09-02T22:52:06Z,i84wb_feeder,934,610,999,146,10021,ok
2026-09-02T22:52:06Z,powell_wb,987,618,872,146,7125,ok
2026-09-02T22:52:06Z,ctrl_west,2124,1683,2096,0,29568,ok
2026-09-02T22:52:06Z,ctrl_se,1385,998,1368,109,12385,ok
2026-09-02T23:52:08Z,i5sb_span,1835,881,1632,598,13967,ok
2026-09-02T23:52:08Z,vanc_pdx,1625,836,1443,484,13302,ok
2026-09-02T23:52:08Z,i5sb_detour,1359,662,1263,553,8309,ok
2026-09-02T23:52:08Z,interstate_sb,1313,853,1090,270,6162,ok
2026-09-02T23:52:08Z,williams_nb,1237,843,1204,122,6185,ok
2026-09-02T23:52:08Z,mlk_sb,1430,944,1398,56,9743,ok
2026-09-02T23:52:08Z,grand_nb,1221,702,1247,0,7151,ok
2026-09-02T23:52:08Z,i205_sb,1548,540,1081,947,11198,ok
2026-09-02T23:52:08Z,i84wb_feeder,1351,917,1357,0,7890,ok
2026-09-02T23:52:08Z,powell_wb,888,618,896,0,7125,ok
2026-09-02T23:52:08Z,ctrl_west,2306,1693,2153,165,28318,ok
2026-09-02T23:52:08Z,ctrl_se,1411,1129,1401,0,13398,ok
2026-09-03T00:03:25Z,i5sb_span,1802,1238,1742,148,14265,ok
2026-09-03T00:03:25Z,vanc_pdx,1427,1011,1401,120,13482,ok
2026-09-03T00:03:25Z,i5sb_detour,1366,920,1290,120,8411,ok
2026-09-03T00:03:25Z,interstate_sb,1093,853,1089,0,6162,ok
2026-09-03T00:03:25Z,williams_nb,1250,843,1191,165,6185,ok
2026-09-03T00:03:25Z,mlk_sb,1370,944,1387,0,9743,ok
2026-09-03T00:03:25Z,grand_nb,1291,702,1240,154,7151,ok
2026-09-03T00:03:25Z,i205_sb,1552,1151,1512,54,11994,ok
2026-09-03T00:03:25Z,i84wb_feeder,1375,948,1395,0,8356,ok
2026-09-03T00:03:25Z,powell_wb,884,618,896,0,7125,ok
2026-09-03T00:03:25Z,ctrl_west,2244,1693,2150,113,28318,ok
2026-09-03T00:03:25Z,ctrl_se,1401,1129,1397,0,13398,ok
2026-09-03T01:52:13Z,i5sb_span,937,881,1088,0,13967,ok
2026-09-03T01:52:13Z,vanc_pdx,817,770,966,0,13379,ok
2026-09-03T01:52:13Z,i5sb_detour,616,572,765,9,10425,ok
2026-09-03T01:52:13Z,interstate_sb,790,729,907,0,7573,ok
2026-09-03T01:52:13Z,williams_nb,869,810,939,0,8210,ok
2026-09-03T01:52:13Z,mlk_sb,731,674,891,0,14269,ok
2026-09-03T01:52:13Z,grand_nb,726,607,800,0,9773,ok
2026-09-03T01:52:13Z,i205_sb,551,540,632,0,11198,ok
2026-09-03T01:52:13Z,i84wb_feeder,682,610,819,0,10021,ok
2026-09-03T01:52:13Z,powell_wb,775,618,784,0,7125,ok
2026-09-03T01:52:13Z,ctrl_west,1652,1493,1678,0,31189,ok
2026-09-03T01:52:13Z,ctrl_se,1288,1103,1297,0,13207,ok
2026-09-03T02:52:12Z,i5sb_span,900,881,971,0,13967,ok
2026-09-03T02:52:12Z,vanc_pdx,793,770,856,0,13379,ok
2026-09-03T02:52:12Z,i5sb_detour,591,572,658,0,10425,ok
2026-09-03T02:52:12Z,interstate_sb,763,729,816,0,7573,ok
2026-09-03T02:52:12Z,williams_nb,845,810,872,0,8210,ok
2026-09-03T02:52:12Z,mlk_sb,693,674,768,0,14269,ok
2026-09-03T02:52:12Z,grand_nb,646,607,683,0,9773,ok
2026-09-03T02:52:12Z,i205_sb,544,540,570,0,11198,ok
2026-09-03T02:52:12Z,i84wb_feeder,636,610,712,0,10021,ok
2026-09-03T02:52:12Z,powell_wb,702,618,717,0,7125,ok
2026-09-03T02:52:12Z,ctrl_west,1566,1493,1590,0,31189,ok
2026-09-03T02:52:12Z,ctrl_se,1094,998,1115,0,12385,ok
2026-09-03T03:52:11Z,i5sb_span,894,881,927,0,13967,ok
2026-09-03T03:52:11Z,vanc_pdx,789,770,818,0,13379,ok
2026-09-03T03:52:11Z,i5sb_detour,585,572,618,0,10425,ok
2026-09-03T03:52:11Z,interstate_sb,751,729,774,0,7573,ok
2026-09-03T03:52:11Z,williams_nb,838,810,849,0,8210,ok
2026-09-03T03:52:11Z,mlk_sb,687,674,723,0,14269,ok
2026-09-03T03:52:11Z,grand_nb,632,607,646,0,9773,ok
2026-09-03T03:52:11Z,i205_sb,546,540,558,0,11198,ok
2026-09-03T03:52:11Z,i84wb_feeder,632,610,661,0,10021,ok
2026-09-03T03:52:11Z,powell_wb,669,618,672,0,7125,ok
2026-09-03T03:52:11Z,ctrl_west,1549,1493,1548,0,31189,ok
2026-09-03T03:52:11Z,ctrl_se,1057,998,1061,0,12385,ok
2026-09-03T04:13:53Z,i5sb_span,904,881,911,0,13967,ok
2026-09-03T04:13:53Z,vanc_pdx,793,770,801,0,13379,ok
2026-09-03T04:13:53Z,i5sb_detour,588,572,604,0,10425,ok
2026-09-03T04:13:53Z,interstate_sb,756,729,759,0,7573,ok
2026-09-03T04:13:53Z,williams_nb,844,810,836,0,8210,ok
2026-09-03T04:13:53Z,mlk_sb,694,674,706,0,14269,ok
2026-09-03T04:13:53Z,grand_nb,632,607,633,0,9773,ok
2026-09-03T04:13:53Z,i205_sb,548,540,552,0,11198,ok
2026-09-03T04:13:53Z,i84wb_feeder,639,610,644,0,10021,ok
2026-09-03T04:13:53Z,powell_wb,670,618,653,0,7125,ok
2026-09-03T04:13:53Z,ctrl_west,1547,1493,1527,0,31189,ok
2026-09-03T04:13:53Z,ctrl_se,1065,998,1037,0,12385,ok
2026-09-03T05:52:10Z,i5sb_span,921,910,910,0,14300,ok
2026-09-03T05:52:10Z,vanc_pdx,780,770,770,0,13379,ok
2026-09-03T05:52:10Z,i5sb_detour,578,572,572,0,10425,ok
2026-09-03T05:52:10Z,interstate_sb,741,729,729,0,7573,ok
2026-09-03T05:52:10Z,williams_nb,824,810,810,0,8210,ok
2026-09-03T05:52:10Z,mlk_sb,683,674,674,0,14269,ok
2026-09-03T05:52:10Z,grand_nb,616,607,607,0,9773,ok
2026-09-03T05:52:10Z,i205_sb,544,540,540,0,11198,ok
2026-09-03T05:52:10Z,i84wb_feeder,616,610,610,0,10021,ok
2026-09-03T05:52:10Z,powell_wb,635,618,618,0,7125,ok
2026-09-03T05:52:10Z,ctrl_west,1517,1493,1493,0,31189,ok
2026-09-03T05:52:10Z,ctrl_se,1026,998,998,0,12385,ok
2026-09-03T06:52:11Z,i5sb_span,889,881,881,0,13967,ok
2026-09-03T06:52:11Z,vanc_pdx,777,770,770,0,13379,ok
2026-09-03T06:52:11Z,i5sb_detour,577,572,572,0,10425,ok
2026-09-03T06:52:11Z,interstate_sb,737,729,729,0,7573,ok
2026-09-03T06:52:11Z,williams_nb,819,810,810,0,8210,ok
2026-09-03T06:52:11Z,mlk_sb,680,674,674,0,14269,ok
2026-09-03T06:52:11Z,grand_nb,613,607,607,0,9773,ok
2026-09-03T06:52:11Z,i205_sb,543,540,540,0,11198,ok
2026-09-03T06:52:11Z,i84wb_feeder,614,610,610,0,10021,ok
2026-09-03T06:52:11Z,powell_wb,629,618,618,0,7125,ok
2026-09-03T06:52:11Z,ctrl_west,1501,1493,1493,0,31189,ok
2026-09-03T06:52:11Z,ctrl_se,1016,998,998,0,12385,ok
2026-09-03T07:52:10Z,i5sb_span,876,881,881,0,13967,ok
2026-09-03T07:52:10Z,vanc_pdx,768,770,772,0,13379,ok
2026-09-03T07:52:10Z,i5sb_detour,571,572,572,0,10425,ok
2026-09-03T07:52:10Z,interstate_sb,725,729,729,0,7573,ok
2026-09-03T07:52:10Z,williams_nb,805,810,810,0,8210,ok
2026-09-03T07:52:10Z,mlk_sb,670,674,674,0,14269,ok
2026-09-03T07:52:10Z,grand_nb,603,607,607,0,9773,ok
2026-09-03T07:52:10Z,i205_sb,538,540,540,0,11198,ok
2026-09-03T07:52:10Z,i84wb_feeder,606,610,610,0,10021,ok
2026-09-03T07:52:10Z,powell_wb,612,618,618,0,7125,ok
2026-09-03T07:52:10Z,ctrl_west,1463,1493,1493,0,31189,ok
2026-09-03T07:52:10Z,ctrl_se,988,998,998,0,12385,ok
2026-09-03T08:52:09Z,i5sb_span,871,881,881,0,13967,ok
2026-09-03T08:52:09Z,vanc_pdx,769,770,772,0,13379,ok
2026-09-03T08:52:09Z,i5sb_detour,573,572,572,0,10425,ok
2026-09-03T08:52:09Z,interstate_sb,721,729,729,0,7573,ok
2026-09-03T08:52:09Z,williams_nb,800,810,810,0,8210,ok
2026-09-03T08:52:09Z,mlk_sb,669,674,674,0,14269,ok
2026-09-03T08:52:09Z,grand_nb,600,607,607,0,9773,ok
2026-09-03T08:52:09Z,i205_sb,537,540,540,0,11198,ok
2026-09-03T08:52:09Z,i84wb_feeder,603,610,610,0,10021,ok
2026-09-03T08:52:09Z,powell_wb,607,618,618,0,7125,ok
2026-09-03T08:52:09Z,ctrl_west,1458,1493,1493,0,31189,ok
2026-09-03T08:52:09Z,ctrl_se,979,998,998,0,12385,ok
2026-09-03T09:52:09Z,i5sb_span,866,881,881,0,13967,ok
2026-09-03T09:52:09Z,vanc_pdx,764,770,772,0,13379,ok
2026-09-03T09:52:09Z,i5sb_detour,566,572,572,0,10425,ok
2026-09-03T09:52:09Z,interstate_sb,717,729,729,0,7573,ok
2026-09-03T09:52:09Z,williams_nb,796,810,810,0,8210,ok
2026-09-03T09:52:09Z,mlk_sb,664,674,674,0,14269,ok
2026-09-03T09:52:09Z,grand_nb,596,607,607,0,9773,ok
2026-09-03T09:52:09Z,i205_sb,536,540,540,0,11198,ok
2026-09-03T09:52:09Z,i84wb_feeder,601,610,610,0,10021,ok
2026-09-03T09:52:09Z,powell_wb,601,618,618,0,7125,ok
2026-09-03T09:52:09Z,ctrl_west,1474,1493,1493,0,31189,ok
2026-09-03T09:52:09Z,ctrl_se,970,998,998,0,12385,ok
2026-09-03T10:52:11Z,i5sb_span,870,881,885,0,13967,ok
2026-09-03T10:52:11Z,vanc_pdx,764,770,775,0,13379,ok
2026-09-03T10:52:11Z,i5sb_detour,567,572,573,0,10425,ok
2026-09-03T10:52:11Z,interstate_sb,719,729,730,0,7573,ok
2026-09-03T10:52:11Z,williams_nb,797,810,814,0,8210,ok
2026-09-03T10:52:11Z,mlk_sb,665,674,677,0,14269,ok
2026-09-03T10:52:11Z,grand_nb,598,607,608,0,9773,ok
2026-09-03T10:52:11Z,i205_sb,536,540,541,0,11198,ok
2026-09-03T10:52:11Z,i84wb_feeder,602,610,611,0,10021,ok
2026-09-03T10:52:11Z,powell_wb,603,618,620,0,7125,ok
2026-09-03T10:52:11Z,ctrl_west,1482,1493,1504,0,31189,ok
2026-09-03T10:52:11Z,ctrl_se,975,998,1003,0,12385,ok
2026-09-03T11:52:08Z,i5sb_span,873,881,894,0,13967,ok
2026-09-03T11:52:08Z,vanc_pdx,766,770,785,0,13379,ok
2026-09-03T11:52:08Z,i5sb_detour,569,572,581,0,10425,ok
2026-09-03T11:52:08Z,interstate_sb,722,729,737,0,7573,ok
2026-09-03T11:52:08Z,williams_nb,802,810,820,0,8210,ok
2026-09-03T11:52:08Z,mlk_sb,667,674,686,0,14269,ok
2026-09-03T11:52:08Z,grand_nb,602,607,617,0,9773,ok
2026-09-03T11:52:08Z,i205_sb,537,540,547,0,11198,ok
2026-09-03T11:52:08Z,i84wb_feeder,604,610,621,0,10021,ok
2026-09-03T11:52:08Z,powell_wb,610,618,627,0,7125,ok
2026-09-03T11:52:08Z,ctrl_west,1484,1493,1517,0,31189,ok
2026-09-03T11:52:08Z,ctrl_se,984,998,1012,0,12385,ok
2026-09-03T12:52:24Z,i5sb_span,902,881,922,0,13967,ok
2026-09-03T12:52:24Z,vanc_pdx,805,770,826,0,13379,ok
2026-09-03T12:52:24Z,i5sb_detour,586,572,588,0,10425,ok
2026-09-03T12:52:24Z,interstate_sb,742,729,747,0,7573,ok
2026-09-03T12:52:24Z,williams_nb,805,810,823,0,8210,ok
2026-09-03T12:52:24Z,mlk_sb,696,674,716,0,14269,ok
2026-09-03T12:52:24Z,grand_nb,613,607,625,0,9773,ok
2026-09-03T12:52:24Z,i205_sb,538,540,548,0,11198,ok
2026-09-03T12:52:24Z,i84wb_feeder,639,610,643,0,10021,ok
2026-09-03T12:52:24Z,powell_wb,627,618,644,0,7125,ok
2026-09-03T12:52:24Z,ctrl_west,1512,1493,1547,0,31189,ok
2026-09-03T12:52:24Z,ctrl_se,1012,998,1040,0,12385,ok
2026-09-03T13:30:36Z,i5sb_span,977,881,1025,0,13967,ok
2026-09-03T13:30:36Z,vanc_pdx,964,770,983,17,13379,ok
2026-09-03T13:30:36Z,i5sb_detour,635,572,620,0,10425,ok
2026-09-03T13:30:36Z,interstate_sb,803,729,784,0,7573,ok
2026-09-03T13:30:36Z,williams_nb,826,810,838,0,8210,ok
2026-09-03T13:30:36Z,mlk_sb,781,674,837,0,14269,ok
2026-09-03T13:30:36Z,grand_nb,636,607,644,0,9773,ok
2026-09-03T13:30:36Z,i205_sb,543,540,552,0,11198,ok
2026-09-03T13:30:36Z,i84wb_feeder,740,610,720,0,10021,ok
2026-09-03T13:30:36Z,powell_wb,696,618,697,0,7125,ok
2026-09-03T13:30:36Z,ctrl_west,1611,1493,1615,0,31189,ok
2026-09-03T13:30:36Z,ctrl_se,1098,998,1098,0,12385,ok
2026-09-03T14:52:09Z,i5sb_span,1746,1323,1744,92,14034,ok
2026-09-03T14:52:09Z,vanc_pdx,1763,1263,1696,116,14551,ok
2026-09-03T14:52:09Z,i5sb_detour,1082,572,915,428,10425,ok
2026-09-03T14:52:09Z,interstate_sb,1043,853,1052,0,6162,ok
2026-09-03T14:52:09Z,williams_nb,876,810,896,0,8210,ok
2026-09-03T14:52:09Z,mlk_sb,1222,944,1235,0,9743,ok
2026-09-03T14:52:09Z,grand_nb,691,607,747,0,9773,ok
2026-09-03T14:52:09Z,i205_sb,601,540,585,9,11198,ok
2026-09-03T14:52:09Z,i84wb_feeder,1147,917,1155,0,7890,ok
2026-09-03T14:52:09Z,powell_wb,1107,864,1118,0,8333,ok
2026-09-03T14:52:09Z,ctrl_west,2015,1683,1987,0,29568,ok
2026-09-03T14:52:09Z,ctrl_se,1269,998,1279,0,12385,ok
2026-09-03T15:52:09Z,i5sb_span,1704,1323,1663,81,14034,ok
2026-09-03T15:52:09Z,vanc_pdx,1777,1263,1607,223,14551,ok
2026-09-03T15:52:09Z,i5sb_detour,1261,1084,1260,0,9424,ok
